Timestamp,Ax,Ay,Az,Gx,Gy,Gz,Label
1641.0,-16128.0,2492.0,-836.0,548.0,-72.0,-1877.0,1
1663.0,-16116.0,1864.0,60.0,1162.0,413.0,-1499.0,1
1685.0,-16176.0,2592.0,-332.0,2280.0,954.0,-697.0,1
1707.0,-16140.0,2776.0,-716.0,963.0,1116.0,-1377.0,1
1729.0,-16464.0,2796.0,-808.0,-1055.0,696.0,-1984.0,1
1751.0,-16012.0,2024.0,-320.0,-67.0,1617.0,-1765.0,1
1773.0,-15908.0,2048.0,-108.0,-125.0,2794.0,-1327.0,1
1795.0,-16580.0,524.0,-152.0,-809.0,4205.0,-1058.0,1
1817.0,-18512.0,-460.0,-1000.0,-438.0,5498.0,-233.0,1
1839.0,-16964.0,1816.0,-1196.0,-1179.0,6525.0,441.0,1
1861.0,-16996.0,2888.0,-480.0,-1674.0,7411.0,335.0,1
1883.0,-20436.0,1768.0,1284.0,-4398.0,5719.0,-497.0,1
1905.0,-22172.0,5820.0,-2312.0,5425.0,4191.0,1071.0,1
1927.0,-18384.0,7244.0,1760.0,-649.0,4860.0,237.0,1
1949.0,-14328.0,5872.0,12204.0,-7968.0,2110.0,2051.0,1
1971.0,-10496.0,1560.0,14880.0,-6336.0,-5269.0,-757.0,1
1993.0,-12380.0,1840.0,11328.0,-4489.0,-11553.0,-980.0,1
2015.0,-15016.0,2580.0,3644.0,-4764.0,-13405.0,-1566.0,1
2037.0,-16832.0,2736.0,-3004.0,-5332.0,-10451.0,-12.0,1
2059.0,-20212.0,-672.0,-14904.0,6031.0,-6876.0,520.0,1
2081.0,-15924.0,3676.0,-17348.0,-5001.0,-1869.0,1588.0,1
2103.0,-16828.0,4108.0,-9508.0,-7385.0,-2895.0,267.0,1
2125.0,-13940.0,-1820.0,-4348.0,-1997.0,-1001.0,-2784.0,1
2147.0,-16324.0,76.0,852.0,3831.0,257.0,-987.0,1
2169.0,-17620.0,280.0,-952.0,13321.0,-2044.0,-1622.0,1
2191.0,-17548.0,4612.0,2240.0,9828.0,-3063.0,1204.0,1
2213.0,-15628.0,3356.0,2816.0,4924.0,-4159.0,1617.0,1
2235.0,-15332.0,6500.0,1816.0,2923.0,-4577.0,4275.0,1
2257.0,-15664.0,4900.0,916.0,-1929.0,-5062.0,173.0,1
2279.0,-17480.0,-2676.0,1828.0,1412.0,-5559.0,-4093.0,1
2301.0,-16060.0,-1064.0,11368.0,9091.0,-4512.0,-1752.0,1
2323.0,-11016.0,2888.0,14568.0,6106.0,-3515.0,-448.0,1
2345.0,-23068.0,820.0,-10648.0,-3422.0,-5293.0,5370.0,1
2367.0,-18256.0,14916.0,-1572.0,-13314.0,-8503.0,10420.0,1
2389.0,-14900.0,-8672.0,252.0,-5683.0,-11956.0,-6973.0,1
2411.0,-14736.0,1020.0,-2776.0,4907.0,-6923.0,61.0,1
2433.0,-12960.0,1036.0,-3552.0,7214.0,-1506.0,-1048.0,1
2455.0,-13440.0,2096.0,-3656.0,3599.0,3750.0,2678.0,1
2477.0,-15196.0,6012.0,-1044.0,-7317.0,6229.0,1823.0,1
2499.0,-19048.0,2836.0,-3212.0,-11218.0,4443.0,-786.0,1
2521.0,-14156.0,956.0,5132.0,-6502.0,1666.0,-1076.0,1
2543.0,-15816.0,1052.0,2880.0,-4206.0,-416.0,-599.0,1
2565.0,-15400.0,3008.0,3028.0,-2559.0,-1346.0,2158.0,1
2587.0,-14724.0,7156.0,2752.0,215.0,-322.0,3515.0,1
2609.0,-15084.0,2340.0,312.0,-575.0,423.0,-6.0,1
2631.0,-13904.0,1532.0,1612.0,-196.0,807.0,-2204.0,1
2653.0,-12060.0,-1148.0,1028.0,-2402.0,2296.0,-4217.0,1
2675.0,-13688.0,-1828.0,-2768.0,-881.0,4442.0,-3222.0,1
2697.0,-16704.0,4192.0,-17536.0,-184.0,11273.0,-517.0,1
2719.0,-17532.0,4100.0,3320.0,-9122.0,723.0,1740.0,1
2741.0,-22308.0,2864.0,7748.0,9802.0,-141.0,199.0,1
2763.0,-16904.0,-2836.0,-940.0,5213.0,-775.0,-1326.0,1
2785.0,-16964.0,2492.0,2464.0,5140.0,514.0,1210.0,1
2807.0,-16620.0,2408.0,-300.0,5237.0,1757.0,1589.0,1
2829.0,-17128.0,1484.0,660.0,2200.0,2114.0,1132.0,1
2851.0,-16768.0,2844.0,180.0,736.0,2938.0,1654.0,1
2873.0,-15612.0,3744.0,256.0,2.0,3448.0,1531.0,1
2895.0,-16016.0,4144.0,240.0,-1418.0,3314.0,727.0,1
2917.0,-16296.0,4660.0,-1016.0,-2912.0,2588.0,-507.0,1
2939.0,-16356.0,4068.0,-832.0,-3291.0,1197.0,-1631.0,1
2961.0,-17268.0,1680.0,-316.0,-1738.0,-566.0,-2418.0,1
2983.0,-16152.0,1600.0,288.0,-389.0,-994.0,-1859.0,1
3005.0,-15652.0,2200.0,632.0,195.0,-610.0,-1040.0,1
3027.0,-16180.0,3076.0,632.0,-718.0,105.0,-885.0,1
3049.0,-15828.0,2836.0,208.0,-2455.0,564.0,-1099.0,1
3071.0,-15984.0,2728.0,220.0,-2896.0,1305.0,-1814.0,1
3093.0,-15464.0,2480.0,364.0,-1738.0,2884.0,-1404.0,1
3115.0,-15980.0,1712.0,488.0,-2588.0,4725.0,-1530.0,1
3137.0,-17556.0,224.0,364.0,-3432.0,7287.0,-1375.0,1
3159.0,-18004.0,1740.0,488.0,-2925.0,10242.0,-747.0,1
3181.0,-19640.0,4084.0,4300.0,326.0,10853.0,572.0,1
3203.0,-18596.0,4728.0,2240.0,2084.0,7715.0,694.0,1
3225.0,-16388.0,5828.0,14952.0,-1208.0,1967.0,1364.0,1
3247.0,-14520.0,5672.0,11352.0,-8932.0,-4706.0,1340.0,1
3269.0,-14024.0,2140.0,7168.0,-7857.0,-10458.0,449.0,1
3291.0,-16832.0,2760.0,320.0,-2619.0,-9897.0,-976.0,1
3313.0,-18960.0,2076.0,-2620.0,2179.0,-7972.0,-1226.0,1
3335.0,-16540.0,-704.0,-17500.0,13068.0,-6862.0,1846.0,1
3357.0,-15880.0,9580.0,-6148.0,5118.0,-5081.0,6233.0,1
3379.0,-14824.0,-3352.0,772.0,1887.0,-4619.0,-4590.0,1
3401.0,-14392.0,-3176.0,3328.0,7269.0,-1860.0,-2674.0,1
3423.0,-14716.0,3556.0,2180.0,5918.0,-168.0,364.0,1
3445.0,-16816.0,5244.0,-6216.0,-511.0,-1020.0,2587.0,1
3467.0,-15336.0,7616.0,-1040.0,-5779.0,-2624.0,2256.0,1
3489.0,-16496.0,-3156.0,1192.0,-5375.0,-4578.0,-6191.0,1
3511.0,-14628.0,916.0,512.0,704.0,-2138.0,-858.0,1
3533.0,-15088.0,2564.0,-1388.0,399.0,-761.0,1161.0,1
3555.0,-16952.0,1112.0,-3440.0,369.0,-393.0,3021.0,1
3577.0,-16308.0,4296.0,-1456.0,-2443.0,-651.0,1055.0,1
3599.0,-16008.0,-28.0,468.0,1510.0,-1645.0,-2485.0,1
3621.0,-15300.0,1900.0,4896.0,5288.0,-1053.0,-243.0,1
3643.0,-15148.0,2116.0,5036.0,2577.0,-1048.0,909.0,1
3665.0,-15464.0,5228.0,3540.0,1333.0,-779.0,4082.0,1
3687.0,-16816.0,7764.0,-660.0,-6178.0,-1521.0,2534.0,1
3709.0,-15836.0,-120.0,4444.0,-5214.0,-4363.0,-2806.0,1
3731.0,-15724.0,1400.0,956.0,1417.0,-3340.0,-259.0,1
3753.0,-14632.0,2172.0,832.0,656.0,-2218.0,624.0,1
3775.0,-15832.0,1372.0,-1316.0,-1119.0,-1395.0,1815.0,1
3797.0,-16492.0,5116.0,-1044.0,-5781.0,-1845.0,3066.0,1
3819.0,-15388.0,-268.0,-1140.0,-3272.0,-3937.0,-2280.0,1
3841.0,-14712.0,1228.0,-4744.0,2132.0,-2183.0,-396.0,1
3863.0,-13840.0,1204.0,-4624.0,580.0,495.0,214.0,1
3885.0,-13236.0,280.0,-4964.0,-219.0,2760.0,793.0,1
3907.0,-14288.0,-820.0,1584.0,-248.0,3243.0,-325.0,1
3929.0,-14960.0,2052.0,10988.0,-5538.0,2864.0,-490.0,1
3951.0,-15284.0,6608.0,7080.0,-7980.0,3745.0,-45.0,1
3973.0,-18724.0,12224.0,-12356.0,243.0,9557.0,1358.0,1
3995.0,-24420.0,456.0,-11620.0,13977.0,3525.0,-1364.0,1
4017.0,-13472.0,-76.0,3648.0,4623.0,581.0,-1141.0,1
4039.0,-17268.0,-360.0,-416.0,6655.0,2796.0,1492.0,1
4061.0,-17488.0,2936.0,-688.0,6185.0,3984.0,3620.0,1
4083.0,-16700.0,4304.0,-788.0,534.0,3246.0,3095.0,1
4105.0,-16132.0,4572.0,-1260.0,-1760.0,1473.0,575.0,1
4127.0,-15964.0,4168.0,-652.0,-1970.0,98.0,-468.0,1
4149.0,-15952.0,3852.0,-516.0,27.0,531.0,-537.0,1
4171.0,-15864.0,3576.0,-980.0,1503.0,622.0,-275.0,1
4193.0,-15772.0,3744.0,-24.0,674.0,571.0,-759.0,1
4215.0,-15384.0,3632.0,-288.0,-471.0,950.0,-823.0,1
4237.0,-15012.0,3600.0,-472.0,847.0,1930.0,-249.0,1
4259.0,-16552.0,3048.0,-788.0,-1043.0,1509.0,-753.0,1
4281.0,-16124.0,3176.0,-656.0,-538.0,1827.0,-1523.0,1
4303.0,-15872.0,2192.0,-668.0,-503.0,2010.0,-1697.0,1
4325.0,-16260.0,2284.0,-1112.0,-1202.0,2132.0,-1994.0,1
4347.0,-16396.0,988.0,-772.0,-1160.0,2651.0,-1080.0,1
4369.0,-16156.0,2372.0,-828.0,-1129.0,3652.0,-302.0,1
4391.0,-16076.0,2336.0,-1016.0,-2052.0,5124.0,-576.0,1
4413.0,-17276.0,2688.0,-208.0,-2524.0,7033.0,-1416.0,1
4435.0,-22652.0,-312.0,4216.0,-1619.0,1179.0,-3143.0,1
4457.0,-16868.0,5360.0,-344.0,-368.0,8401.0,-1108.0,1
4479.0,-20928.0,7712.0,4212.0,2344.0,9928.0,392.0,1
4501.0,-17860.0,8468.0,11416.0,3719.0,7459.0,1523.0,1
4523.0,-12020.0,6788.0,17972.0,-10423.0,-1084.0,1125.0,1
4545.0,-12220.0,1584.0,13116.0,-11669.0,-8986.0,197.0,1
4567.0,-13436.0,400.0,4976.0,-5128.0,-13245.0,-1280.0,1
4589.0,-17312.0,1080.0,-1496.0,-6146.0,-11523.0,-2987.0,1
4611.0,-22416.0,-320.0,-13144.0,3444.0,-9762.0,-3029.0,1
4633.0,-18152.0,7416.0,-15628.0,-23.0,-5155.0,3026.0,1
4655.0,-16296.0,3864.0,-6448.0,-5213.0,-5503.0,-627.0,1
4677.0,-14948.0,-2448.0,-5488.0,1397.0,-5216.0,-2296.0,1
4699.0,-15384.0,2212.0,-1436.0,4656.0,-5831.0,902.0,1
4721.0,-16724.0,2704.0,-1080.0,7196.0,-7396.0,-1867.0,1
4743.0,-16864.0,3824.0,-9516.0,10517.0,-7191.0,-20.0,1
4765.0,-16328.0,2816.0,4492.0,7586.0,-8468.0,-945.0,1
4787.0,-13620.0,-408.0,7460.0,7776.0,-8879.0,-2171.0,1
4809.0,-15524.0,4260.0,-112.0,7132.0,-6523.0,4015.0,1
4831.0,-16496.0,4280.0,-4328.0,-661.0,-5363.0,3857.0,1
4853.0,-16884.0,2564.0,-2860.0,-3406.0,-4603.0,1661.0,1
4875.0,-15880.0,828.0,-632.0,-1332.0,-2650.0,-323.0,1
4897.0,-14664.0,1096.0,4280.0,663.0,-614.0,632.0,1
4919.0,-13268.0,3896.0,4748.0,2193.0,-1028.0,4428.0,1
4941.0,-14548.0,5900.0,-420.0,-6281.0,-535.0,4345.0,1
4963.0,-17632.0,3380.0,2508.0,-10540.0,-2582.0,-1670.0,1
4985.0,-15172.0,8.0,-3012.0,-1617.0,-1470.0,-3319.0,1
5007.0,-13964.0,2332.0,-1432.0,1485.0,2994.0,-463.0,1
5029.0,-12784.0,2328.0,-32.0,-4707.0,6552.0,-1030.0,1
5051.0,-15668.0,216.0,-3908.0,-9754.0,7616.0,-1826.0,1
5073.0,-16748.0,3352.0,3612.0,-5331.0,3531.0,1053.0,1
5095.0,-13692.0,1564.0,6060.0,-3323.0,-4.0,-2057.0,1
5117.0,-14772.0,2052.0,2332.0,-3234.0,-1109.0,647.0,1
5139.0,-13316.0,1728.0,4.0,40.0,-173.0,2549.0,1
5161.0,-12048.0,-1052.0,-2876.0,-454.0,3894.0,1159.0,1
5183.0,-18308.0,3640.0,-11124.0,-4808.0,7823.0,1242.0,1
5205.0,-21800.0,15152.0,10304.0,-9386.0,991.0,2278.0,1
5227.0,-18164.0,10632.0,552.0,-9115.0,9256.0,-1606.0,1
5249.0,-17400.0,-6916.0,-244.0,-6801.0,6218.0,-4564.0,1
5271.0,-17760.0,-4508.0,532.0,2007.0,1676.0,-762.0,1
5293.0,-16668.0,-516.0,80.0,2880.0,3608.0,1878.0,1
5315.0,-18544.0,1968.0,-1616.0,5137.0,3473.0,3233.0,1
5337.0,-16348.0,4100.0,-968.0,547.0,2341.0,2639.0,1
5359.0,-16280.0,3656.0,-1056.0,106.0,1730.0,1049.0,1
5381.0,-15660.0,3704.0,-904.0,604.0,2729.0,903.0,1
5403.0,-16268.0,3608.0,-176.0,399.0,4014.0,1028.0,1
5425.0,-16332.0,4364.0,-1564.0,-1234.0,4011.0,10.0,1
5447.0,-16044.0,3484.0,-1600.0,-3211.0,2814.0,-1172.0,1
5469.0,-15956.0,3068.0,-1380.0,-4164.0,2447.0,-1416.0,1
5491.0,-15896.0,2936.0,-1504.0,-3580.0,2460.0,-1583.0,1
5513.0,-15976.0,3032.0,-1960.0,-2127.0,2000.0,-1004.0,1
5535.0,-16196.0,2368.0,-1184.0,-2734.0,2259.0,-1794.0,1
5557.0,-16452.0,2888.0,-1388.0,-2713.0,2222.0,-2065.0,1
5579.0,-16452.0,3032.0,-1732.0,-2933.0,3083.0,-2683.0,1
5601.0,-16368.0,2012.0,-1432.0,-2720.0,4021.0,-2243.0,1
5623.0,-20248.0,1340.0,2832.0,3329.0,-3016.0,-867.0,1
5645.0,-17008.0,-4208.0,-1884.0,3439.0,-4323.0,-3251.0,1
5667.0,-16984.0,3268.0,-2648.0,5700.0,6358.0,-598.0,1
5689.0,-19368.0,6312.0,584.0,3958.0,8768.0,670.0,1
5711.0,-20916.0,6668.0,4364.0,1494.0,9097.0,-351.0,1
5733.0,-15492.0,6460.0,14448.0,-3700.0,3174.0,1704.0,1
5755.0,-13428.0,5700.0,11256.0,-8694.0,-4438.0,1934.0,1
5777.0,-13776.0,1884.0,4564.0,-7288.0,-8233.0,-77.0,1
5799.0,-15760.0,772.0,-840.0,-3329.0,-8854.0,-211.0,1
5821.0,-17616.0,2140.0,-7328.0,-2400.0,-6835.0,1051.0,1
5843.0,-16484.0,2820.0,-11200.0,-4492.0,-4715.0,1369.0,1
5865.0,-16192.0,-420.0,-5732.0,-3158.0,-4152.0,-683.0,1
5887.0,-15076.0,576.0,-2616.0,445.0,-3036.0,-693.0,1
5909.0,-14236.0,1872.0,1504.0,4592.0,-2990.0,-764.0,1
5931.0,-15720.0,168.0,68.0,8658.0,-4745.0,-1374.0,1
5953.0,-17500.0,2860.0,-9368.0,6769.0,-6122.0,1834.0,1
5975.0,-17144.0,6356.0,-180.0,264.0,-7624.0,1851.0,1
5997.0,-16404.0,1520.0,1320.0,-557.0,-6498.0,-1396.0,1
6019.0,-14980.0,4436.0,2928.0,2818.0,-6289.0,1425.0,1
6041.0,-16092.0,3848.0,3548.0,4162.0,-6360.0,2173.0,1
6063.0,-16808.0,4552.0,-2144.0,3894.0,-5273.0,3156.0,1
6085.0,-16612.0,2256.0,-7652.0,205.0,-3964.0,2184.0,1
6107.0,-16108.0,-1420.0,-3188.0,1249.0,-1511.0,-248.0,1
6129.0,-14384.0,972.0,-2184.0,484.0,1090.0,1137.0,1
6151.0,-14864.0,984.0,1944.0,-2181.0,1945.0,391.0,1
6173.0,-17116.0,2220.0,-680.0,-4203.0,1393.0,774.0,1
6195.0,-17756.0,4368.0,2512.0,-4359.0,576.0,774.0,1
6217.0,-17944.0,2076.0,-128.0,63.0,969.0,-1177.0,1
6239.0,-15492.0,4224.0,4204.0,358.0,2215.0,103.0,1
6261.0,-14248.0,2616.0,7168.0,-2041.0,342.0,817.0,1
6283.0,-14928.0,3104.0,5048.0,-4316.0,-2803.0,1301.0,1
6305.0,-15516.0,3856.0,3536.0,-5295.0,-4907.0,641.0,1
6327.0,-14816.0,1828.0,-1728.0,-2256.0,-4696.0,117.0,1
6349.0,-13380.0,1308.0,-5500.0,242.0,-2246.0,1065.0,1
6371.0,-12436.0,184.0,-4388.0,-1913.0,426.0,1197.0,1
6393.0,-12164.0,1052.0,-7576.0,-6969.0,3046.0,-471.0,1
6415.0,-12596.0,328.0,-4988.0,-7364.0,2814.0,-1270.0,1
6437.0,-14268.0,2164.0,560.0,-3570.0,3005.0,-2797.0,1
6459.0,-14880.0,10504.0,17896.0,-1281.0,-213.0,-2494.0,1
6481.0,-16092.0,2152.0,10776.0,-2324.0,2949.0,-3730.0,1
6503.0,-24972.0,19408.0,-22640.0,13477.0,16244.0,9132.0,1
6525.0,-32768.0,5464.0,7812.0,-4033.0,-8039.0,-4630.0,1
6547.0,-5640.0,-3592.0,-1228.0,-5033.0,4841.0,-5039.0,1
6569.0,-17404.0,-1972.0,-588.0,4778.0,2211.0,2044.0,1
6591.0,-16780.0,2332.0,-20.0,3813.0,3265.0,3437.0,1
6613.0,-14964.0,6092.0,-888.0,1003.0,3549.0,1842.0,1
6635.0,-15608.0,4436.0,-1240.0,503.0,3347.0,-46.0,1
6657.0,-16376.0,2992.0,-1064.0,1054.0,3741.0,-60.0,1
6679.0,-16620.0,2652.0,-464.0,663.0,3365.0,-142.0,1
6701.0,-17516.0,2352.0,-1376.0,4935.0,1120.0,57.0,1
6723.0,-15748.0,3580.0,-1984.0,2200.0,1049.0,-419.0,1
6745.0,-15908.0,3748.0,-892.0,-334.0,1415.0,-1129.0,1
6767.0,-15740.0,3200.0,-1580.0,-1135.0,2110.0,-1277.0,1
6789.0,-16184.0,2464.0,-1776.0,-1259.0,2333.0,-1227.0,1
6811.0,-16052.0,2348.0,-1596.0,-2015.0,2855.0,-1071.0,1
6833.0,-16140.0,2120.0,-1388.0,-3352.0,3869.0,-1200.0,1
6855.0,-16492.0,2240.0,-1328.0,-3007.0,4900.0,-1142.0,1
6877.0,-16312.0,1240.0,-1516.0,-2758.0,6881.0,-1409.0,1
6899.0,-19796.0,1748.0,2384.0,78.0,4815.0,-533.0,1
6921.0,-22004.0,3932.0,5008.0,6681.0,-1416.0,389.0,1
6943.0,-16384.0,8192.0,-148.0,6879.0,6419.0,-201.0,1
6965.0,-19984.0,5540.0,-5516.0,2231.0,8287.0,-807.0,1
6987.0,-17748.0,3452.0,-3552.0,-39.0,8371.0,-963.0,1
7009.0,-14324.0,4380.0,4728.0,-3486.0,5764.0,542.0,1
7031.0,-10968.0,4720.0,7552.0,-8135.0,1094.0,-163.0,1
7053.0,-13264.0,1268.0,4712.0,-7433.0,-4428.0,-587.0,1
7075.0,-14856.0,308.0,2912.0,336.0,-8118.0,-1341.0,1
7097.0,-17232.0,628.0,-20.0,3791.0,-9726.0,-819.0,1
7119.0,-18496.0,3724.0,-4124.0,2454.0,-8432.0,404.0,1
7141.0,-16780.0,4564.0,-5004.0,-2519.0,-7416.0,10.0,1
7163.0,-15476.0,2208.0,1216.0,-3751.0,-8112.0,-584.0,1
7185.0,-15444.0,1564.0,2148.0,-2496.0,-9478.0,-57.0,1
7207.0,-17524.0,2496.0,-3416.0,570.0,-10788.0,1157.0,1
7229.0,-19860.0,1556.0,-12828.0,1394.0,-9907.0,2487.0,1
7251.0,-16876.0,5308.0,-12252.0,-3531.0,-7882.0,2657.0,1
7273.0,-16148.0,-364.0,-512.0,1542.0,-7663.0,-3037.0,1
7295.0,-14996.0,-1228.0,1300.0,8922.0,-6760.0,-2890.0,1
7317.0,-14356.0,4308.0,-3056.0,8820.0,-3260.0,2784.0,1
7339.0,-15316.0,368.0,-632.0,922.0,-457.0,2806.0,1
7361.0,-16892.0,708.0,-3552.0,-900.0,702.0,1150.0,1
7383.0,-17184.0,1928.0,-6268.0,-1211.0,928.0,-1639.0,1
7405.0,-15360.0,-604.0,4624.0,2133.0,862.0,-2772.0,1
7427.0,-14064.0,-152.0,6052.0,3182.0,770.0,-1749.0,1
7449.0,-13920.0,3528.0,6672.0,-1153.0,-100.0,2957.0,1
7471.0,-17484.0,8376.0,-4168.0,-7035.0,-1671.0,3538.0,1
7493.0,-17632.0,6440.0,3156.0,-10575.0,-5029.0,-1503.0,1
7515.0,-14984.0,3424.0,-2600.0,10.0,-4808.0,-3551.0,1
7537.0,-12984.0,5728.0,-660.0,4023.0,-3293.0,420.0,1
7559.0,-12280.0,6172.0,-2504.0,-20.0,-1504.0,3800.0,1
7581.0,-11056.0,1812.0,644.0,-5551.0,-38.0,958.0,1
7603.0,-15580.0,1060.0,-9224.0,-5909.0,1279.0,97.0,1
7625.0,-15352.0,-2008.0,-4156.0,-5574.0,-558.0,-3691.0,1
7647.0,-18512.0,-2340.0,4176.0,-3884.0,399.0,-4608.0,1
7669.0,-16048.0,2140.0,4684.0,-2909.0,2993.0,-1424.0,1
7691.0,-14668.0,4444.0,-13192.0,4437.0,6267.0,215.0,1
7713.0,-25532.0,-1984.0,1852.0,2306.0,741.0,375.0,1
7735.0,-11804.0,3580.0,620.0,1688.0,3557.0,644.0,1
7757.0,-16144.0,4580.0,32.0,284.0,3864.0,1658.0,1
7779.0,-14848.0,4864.0,116.0,1493.0,3838.0,1181.0,1
7801.0,-16144.0,3584.0,-456.0,-120.0,2870.0,-382.0,1
7823.0,-16676.0,2180.0,-620.0,-930.0,2747.0,-490.0,1
7845.0,-17616.0,404.0,-564.0,166.0,2430.0,72.0,1
7867.0,-17340.0,1728.0,-384.0,610.0,2431.0,725.0,1
7889.0,-16676.0,2848.0,-1312.0,24.0,1980.0,252.0,1
7911.0,-16364.0,2896.0,-916.0,296.0,640.0,27.0,1
7933.0,-16116.0,2808.0,-1084.0,-3183.0,-758.0,-1331.0,1
7955.0,-15732.0,3648.0,-1768.0,-1156.0,-754.0,-1259.0,1
7977.0,-16040.0,2788.0,-632.0,-596.0,-957.0,-1516.0,1
7999.0,-16480.0,3248.0,-252.0,334.0,155.0,-812.0,1
8021.0,-15640.0,2672.0,-340.0,-113.0,1731.0,-1442.0,1
8043.0,-14728.0,2540.0,184.0,-459.0,4748.0,-1669.0,1
8065.0,-15196.0,1296.0,-36.0,-1413.0,7499.0,-1020.0,1
8087.0,-16160.0,1008.0,-852.0,-2061.0,11561.0,-477.0,1
8109.0,-18772.0,700.0,-840.0,-5251.0,15179.0,-1157.0,1
8131.0,-28332.0,916.0,5284.0,4614.0,40.0,342.0,1
8153.0,-17432.0,6112.0,-2872.0,7700.0,5492.0,331.0,1
8175.0,-18492.0,5320.0,804.0,6785.0,5505.0,1203.0,1
8197.0,-13628.0,7944.0,10056.0,2451.0,1465.0,1062.0,1
8219.0,-13956.0,6232.0,9200.0,-1964.0,-4418.0,80.0,1
8241.0,-13452.0,5144.0,6240.0,-2514.0,-7460.0,-141.0,1
8263.0,-16132.0,5808.0,1760.0,-3189.0,-8798.0,865.0,1
8285.0,-18476.0,3372.0,-4956.0,1432.0,-8837.0,1648.0,1
8307.0,-16464.0,2340.0,-6012.0,-282.0,-6244.0,2062.0,1
8329.0,-14532.0,1260.0,-612.0,-3540.0,-3654.0,-670.0,1
8351.0,-14996.0,1168.0,6044.0,-5959.0,-3294.0,-1881.0,1
8373.0,-17120.0,-92.0,-18724.0,5153.0,-2687.0,3440.0,1
8395.0,-17188.0,7920.0,640.0,2226.0,-8754.0,7069.0,1
8417.0,-14176.0,-5776.0,4700.0,5577.0,-10299.0,-5650.0,1
8439.0,-15384.0,-916.0,352.0,9171.0,-6478.0,164.0,1
8461.0,-17348.0,1744.0,-8556.0,5972.0,-6406.0,2471.0,1
8483.0,-15632.0,6348.0,-4992.0,-4274.0,-5511.0,6809.0,1
8505.0,-15720.0,1612.0,-472.0,-9084.0,-5911.0,-741.0,1
8527.0,-14524.0,-1012.0,-4440.0,-6633.0,-4868.0,-2798.0,1
8549.0,-14320.0,3104.0,-4544.0,-3208.0,-2540.0,-91.0,1
8571.0,-15012.0,2368.0,-3520.0,-3310.0,377.0,929.0,1
8593.0,-16264.0,3244.0,-3248.0,-3422.0,2720.0,991.0,1
8615.0,-15984.0,3788.0,-936.0,-3930.0,2517.0,-361.0,1
8637.0,-14560.0,2268.0,7272.0,114.0,-340.0,-1297.0,1
8659.0,-13748.0,2040.0,10900.0,5950.0,-3460.0,-608.0,1
8681.0,-14076.0,5124.0,9936.0,5260.0,-5645.0,1166.0,1
8703.0,-15240.0,4108.0,6012.0,-2184.0,-6719.0,-813.0,1
8725.0,-17484.0,4480.0,-3864.0,-2994.0,-4901.0,1735.0,1
8747.0,-14760.0,1008.0,-3332.0,-5262.0,-2805.0,666.0,1
8769.0,-12324.0,-2544.0,-4480.0,-6924.0,2586.0,-1671.0,1
8791.0,-12084.0,-2372.0,-9408.0,-7526.0,11369.0,-2807.0,1
8813.0,-32768.0,-9260.0,-388.0,-15713.0,2541.0,3134.0,1
8835.0,-15632.0,14968.0,15568.0,2078.0,1157.0,1842.0,1
8857.0,-15832.0,2912.0,-5220.0,12045.0,4871.0,307.0,1
8879.0,-20336.0,4064.0,1044.0,2426.0,3683.0,1542.0,1
